,Rank,School,Type,Grades,Address,City,Zip,District,Is Charter,Is Magnet,Is Virtual,Is Title I,Phone,Full_Address,Latitude,Longitude
366,367,School of Health Science,Public,12-Sep,5-7 Colt St,Paterson,7505,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0560,"5-7 Colt St, Paterson, NJ 07505",40.91709960000001,-74.1713061
367,368,Memorial High School,Public,12-Sep,504 East Broad Street,Millville,8332,Millville School District,No,(n/a),No,Yes,(856) 327-6072,"504 East Broad Street, Millville, NJ 08332",39.4029937,-75.03254749999999
368,369,Rahway High School,Public,12-Sep,1012 Madison Ave,Rahway,7065,Rahway Public School District,No,(n/a),No,Yes,(732) 396-1090,"1012 Madison Ave, Rahway, NJ 07065",40.6108308,-74.29412909999999
369,370,Neptune High School,Public,12-Sep,55 Neptune Boulevard,Neptune,7753,Neptune Township School District,No,(n/a),No,Yes,(732) 776-2200,"55 Neptune Boulevard, Neptune, NJ 07753",40.2126432,-74.0362548
370,371,Abraham Clark High School,Public,12-Sep,122 East 6th Ave,Roselle,7203,Roselle Public Schools,No,(n/a),No,Yes,(908) 298-2000,"122 East 6th Ave, Roselle, NJ 07203",40.653543,-74.2616738
371,372,John E. Dwyer Technology Academy,Public,12-Sep,123 Pearl St,Elizabeth,7202,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6565,"123 Pearl St, Elizabeth, NJ 07202",40.6603569,-74.212429
372,373,M.E.T.S. Charter School,"Public, Charter",12-Jun,211 Sherman Ave,Jersey City,7307,M.E.T.S. Charter School,Yes,(n/a),No,Yes,(201) 526-8500,"211 Sherman Ave, Jersey City, NJ 07307",40.74793830000001,-74.0451185
373,374,School Of Science Technology Engineering And Mathematics,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983
374,375,Camden's Promise Charter School,"Public, Charter, Alternative","PK, KG-12",879 Beideman Ave,Camden,8105,Camden's Promise Charter School,Yes,(n/a),No,No,(856) 365-1000,"879 Beideman Ave, Camden, NJ 08105",39.9575369,-75.0857651
375,376,Plainfield High School,Public,12-Sep,950 Park Avenue,Plainfield,7060,Plainfield Public School District,No,(n/a),No,Yes,(908) 731-4390,"950 Park Avenue, Plainfield, NJ 07060",40.6114376,-74.41330099999999
376,377,Trenton Central High School - Main Campus,Public,12-Oct,171 Division Street,Trenton,8611,Trenton Public School District,No,(n/a),No,Yes,(609) 278-7260,"171 Division Street, Trenton, NJ 08611",40.21192509999999,-74.7455255
377,378,Lindenwold High School,Public,12-Sep,801 Egg Harbor Road,Lindenwold,8021,Lindenwold Public School District,No,(n/a),No,Yes,(856) 741-0320,"801 Egg Harbor Road, Lindenwold, NJ 08021",39.820611,-74.9755382
378,379,Rosa L. Parks School of Fine and Performing Arts,Public,12-Sep,413 12th Avenue,Paterson,7514,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0520,"413 12th Avenue, Paterson, NJ 07514",40.9207407,-74.1464754
379,380,Peoples Preparatory Charter School,"Public, Charter",12-Sep,321 Bergen Street,Newark,7103,Peoples Preparatory Charter School District,Yes,(n/a),No,Yes,(973) 622-1790,"321 Bergen Street, Newark, NJ 07103",40.7349262,-74.19546179999999
380,381,Lincoln High School,Public,12-Sep,60 Crescent Ave,Jersey City,7304,Jersey City Public Schools,No,(n/a),No,Yes,(201) 915-6700,"60 Crescent Ave, Jersey City, NJ 07304",40.7174208,-74.0700804
381,382,Malcolm X Shabazz High School,Public,12-Sep,80 Johnson Ave,Newark,7108,Newark Public School District,No,(n/a),No,Yes,(973) 733-6974,"80 Johnson Ave, Newark, NJ 07108",40.7182491,-74.1917012
382,383,James J Ferris High School,Public,12-Sep,35 Colgate St,Jersey City,7302,Jersey City Public Schools,No,(n/a),No,Yes,(201) 915-6660,"35 Colgate St, Jersey City, NJ 07302",40.7217188,-74.0528731
383,384,Pennsauken High School,Public,12-Sep,800 Hylton Road,Pennsauken,8110,Pennsauken Township Board Of Education School District,No,(n/a),No,Yes,(856) 662-8500,"800 Hylton Road, Pennsauken, NJ 08110",39.986962,-75.02618799999999
384,385,Barringer Arts High School,Public,12-Sep,90 Parker St,Newark,7104,Newark Public School District,No,(n/a),No,Yes,(973) 268-5125,"90 Parker St, Newark, NJ 07104",40.7554216,-74.17985200000001
385,386,Thomas A. Edison Career and Technical Academy,Public,12-Sep,625 Summer St,Elizabeth,7202,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6800,"625 Summer St, Elizabeth, NJ 07202",40.6507362,-74.21160429999999
386,387,Trenton Stem-to-Civics Charter School,"Public, Charter",12-Jun,1555 Pennington Raod,Ewing,8618,Trenton Stem-to-Civics Charter School,Yes,(n/a),No,No,(609) 619-2000,"1555 Pennington Raod, Ewing, NJ 08618",40.2519224,-74.7778907
387,388,J. Christian Bollwage Finance Academy,Public,12-Sep,447 Richmond Street,Elizabeth,7202,Elizabeth Public Schools,No,(n/a),No,No,(908) 436-6500,"447 Richmond Street, Elizabeth, NJ 07202",40.6448049,-74.20958639999999
388,389,Admiral William F. Halsey Junior Health & Public Safety Academy,Public,12-Sep,641 South Street,Elizabeth,7202,Elizabeth Public Schools,No,(n/a),No,Yes,(908) 436-6600,"641 South Street, Elizabeth, NJ 07202",40.65916850000001,-74.2120274
389,390,East Orange Campus High School,Public,12-Sep,344 Prospect Street,East Orange,7017,East Orange School District,No,(n/a),No,Yes,(973) 266-7300,"344 Prospect Street, East Orange, NJ 07017",40.776098,-74.2074603
390,391,Irvington High School,Public,12-Sep,1253 Clinton Ave,Irvington,7111,Irvington Public School District,No,(n/a),No,Yes,(973) 399-6897,"1253 Clinton Ave, Irvington, NJ 07111",40.7297385,-74.234324
391,392,Bridgeton High School,Public,12-Sep,111 N West Avenue,Bridgeton,8302,Bridgeton City School District,No,(n/a),No,Yes,(856) 455-8030,"111 N West Avenue, Bridgeton, NJ 08302",39.4377182,-75.244895
392,393,Woodrow Wilson High School,Public,12-Sep,3100 Federal Street,Camden,8105,Camden City School District,No,(n/a),No,Yes,(856) 966-5300,"3100 Federal Street, Camden, NJ 08105",39.9466205,-75.0775176
393,394,Camden Big Picture Learning Academy,Public,12-Jun,1725 Park Boulevard,Camden,8103,Camden City School District,No,(n/a),No,Yes,(856) 966-5122,"1725 Park Boulevard, Camden, NJ 08103",39.9338598,-75.0974265
394,395,Middlesex County Vocational School East Bruns. School of Career Develop,Public,12-Sep,112 Rues Lane,East Brunswick,8816,Middlesex County Vocational and Technical School District,No,(n/a),No,No,(732) 257-7715,"112 Rues Lane, East Brunswick, NJ 08816",40.4220816,-74.38601229999999
395,396,LEAD Charter School,"Public, Charter",12-Sep,201 Bergen Street,Newark,7103,LEAD Charter School,Yes,(n/a),No,Yes,(973) 297-0592,"201 Bergen Street, Newark, NJ 07103",40.738519,-74.193546
396,397,School of Business Technology Marketing and Finance,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983
397,398,Willingboro High School,Public,12-Sep,20 Jfk Way,Willingboro,8046,Willingboro Public School District,No,(n/a),No,Yes,(609) 835-8800,"20 Jfk Way, Willingboro, NJ 08046",40.0170627,-74.8859271
398,399,Paulsboro High School,Public,12-Sep,670 N Delaware St,Paulsboro,8066,Paulsboro School District,No,(n/a),No,No,(856) 423-2222,"670 N Delaware St, Paulsboro, NJ 08066",39.8368692,-75.24480260000001
399,400,Weequahic High School,Public,12-Sep,279 Chancellor Ave,Newark,7112,Newark Public School District,No,(n/a),No,Yes,(973) 705-3923,"279 Chancellor Ave, Newark, NJ 07112",40.7093041,-74.2200419
400,401,Alternative High School,Public,12-Jun,350 Market Street,Paterson,7501,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0570,"350 Market Street, Paterson, NJ 07501",40.9143119,-74.1638507
401,402,School Of Information Technology,Public,12-Sep,150 Park Avenue,Paterson,7501,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2490,"150 Park Avenue, Paterson, NJ 07501",40.9143052,-74.15987
402,403,Central High School,Public,12-Sep,250 18th Avenue,Newark,7103,Newark Public School District,No,(n/a),No,Yes,(973) 733-6378,"250 18th Avenue, Newark, NJ 07103",40.7296139,-74.1935817
403,404,Daylight/Twilight High School,Public,12-Sep,501 Edgewood Avenue,Trenton,8618,Trenton Public School District,No,(n/a),No,Yes,(609) 656-4850,"501 Edgewood Avenue, Trenton, NJ 08618",40.2284489,-74.7803364
404,405,School Of Culinary Arts Hospitality And Tourism,Public,12-Sep,150 Park Avenue,Paterson,7501,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2489,"150 Park Avenue, Paterson, NJ 07501",40.9143052,-74.15987
405,406,Passaic High School No. 12,Public,12-Sep,170 Paulison Ave.,Passaic,7055,Passaic City School District,No,(n/a),No,Yes,(973) 470-5600,"170 Paulison Ave., Passaic, NJ 07055",40.8567838,-74.1276323
406,407,School Of Education And Training,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983
407,408,School Of Architecture And Construction Trades,Public,12-Sep,61-127 Preakness Avenue,Paterson,7502,Paterson Public School District,No,(n/a),No,Yes,(973) 321-0500,"61-127 Preakness Avenue, Paterson, NJ 07502",40.9145333,-74.1872983
408,409,Pleasantville High School,Public,12-Sep,701 Mill Road,Pleasantville,8232,Pleasantville Public School District,No,(n/a),No,Yes,(609) 383-6900,"701 Mill Road, Pleasantville, NJ 08232",39.406362,-74.52615
409,410,Camden High School,Public,12-Sep,1875 Park Boulevard,Camden,8103,Camden City School District,No,(n/a),No,Yes,(856) 966-5100,"1875 Park Boulevard, Camden, NJ 08103",39.9309249,-75.0953337
410,411,School of Government and Public Administration,Public,12-Sep,150 Park Avenue,Paterson,7501,Paterson Public School District,No,(n/a),No,Yes,(973) 321-2488,"150 Park Avenue, Paterson, NJ 07501",40.9143052,-74.15987
411,412,Eagle Academy for Young Men of Newark,Public,12-May,279 Chancellor Avenue,Newark,7112,Newark Public School District,No,(n/a),No,Yes,(973) 733-1234,"279 Chancellor Avenue, Newark, NJ 07112",40.7093041,-74.2200419
412,413,Burlington County Alternative High School,Public,12-Jun,1020 Briggs Road,Mount Laurel,8054,Burlington County Special Services School District,No,(n/a),No,No,(609) 894-9311,"1020 Briggs Road, Mount Laurel, NJ 08054",39.9718969,-74.8990455
413,414,Marion P. Thomas Charter School,"Public, Charter, Alternative","PK, KG-12",88-108 Shipman Street,Newark,7102,Marion P. Thomas Charter School,Yes,(n/a),No,Yes,(973) 621-0060,"88-108 Shipman Street, Newark, NJ 07102",40.732852,-74.17982239999999
